location,area,country,count,latitude,longitude
"Fourchu, Cape Breton Island",Nova Scotia,CANADA,1,45.7156331,-60.2593823
"Fowey Rock Light, Miami",Florida,USA,1,25.59062,-80.09669
"Fowey Rock, Key Biscayne",Florida,USA,1,42.6698053,-73.0201009
"Franklin Point, San Mateo County",California,USA,3,40.0459869,-122.6802823
French Frigate Shoals,Hawaii,USA,1,19.593801499999998,-155.42837009716908
Fripp Island,South Carolina,USA,1,33.6874388,-80.4363743
"Fripp Island, Beaufort County",South Carolina,USA,2,32.3850708,-80.6923169
Frying Pan Shoals,North Carolina,USA,1,36.27403,-80.51117
"Ft. Lauderdale, Broward County",Florida,USA,1,26.1223084,-80.1433786
"Ft. Pierce, St Lucie County",Florida,USA,1,27.4467056,-80.3256056
"Gadsden Point, Tampa Bay",Florida,USA,2,30.239876,-85.626748
Galveston,Texas,USA,6,29.3056996,-94.7933252
Galveston Bay,Texas,USA,2,29.3056996,-94.7933252
Galveston Island,Texas,USA,3,29.2221833,-94.90881
Galveston Ship Channel,Texas,USA,1,29.28592,-94.81164
Garden City,South Carolina,USA,1,33.5863905,-79.0120628
"Garden City Beach, Horry County",South Carolina,USA,2,33.5916306,-79.0084386
"Garden Key, Charlotte County",Florida,USA,1,26.9013269,-81.9156799
"Gaviota State Beach, Santa Barbara County",California,USA,1,34.475685,-120.228403
Georges Bank,Newfoundland,CANADA,1,45.421506,-75.7020619
Georgetown County,South Carolina,USA,1,33.4392245,-79.3343041
Gleneden Beach,Oregon,USA,1,44.8789911,-124.0346728
"Gleneden Beach, Lincoln County",Oregon,USA,1,44.8789911,-124.0346728
"Goat Rock, Bodega Bay, Sonoma County?",California,USA,1,38.313062,-123.027351
"Goats Island (Moku’auia Island), Malaekahana State Recreation Area, Laie, O'ahu",Hawaii,USA,1,19.647634,-155.533256
Gold  Beach,Oregon,USA,1,42.4074459,-124.4217418
"Gold Beach, Curry County",Oregon,USA,1,42.4074459,-124.4217418
"Grand Isle, Jefferson Parish",Louisiana,USA,1,29.2366172,-89.9872942
"Grand Strand, Myrtle Beach, Horry County",South Carolina,USA,1,33.6672905,-78.9389542
"Granite Pier, Rockport",Massachusetts,USA,1,42.66742,-70.62281
"Grass Island, Aransas County",Texas,USA,1,28.1987876,-96.947708
"Greenport Sound, Long Island",New York,USA,1,43.151860299999996,-76.06119317631908
Gulf Island National Seashore Park,Florida,USA,1,27.97762,-81.769611
Gulf Islands National Seashore,Florida,USA,1,30.2369736,-88.68042953504445
"Gulf Shores Beach, Baldwin County",Alabama,USA,1,30.24555575,-87.70043742902558
"Gulf Shores, Baldwin County",Alabama,USA,6,30.2711224,-87.6893826
Gulf of Mexico,Florida ,USA,1,27.400573,-82.648646
"Gulf of Mexico between Brownsville & Carmen, Mexico",Texas,USA,1,25.960628,-97.507921
"Gulf of Mexico, 22 miles from Pensacola",Florida,USA,1,30.421309,-87.2169149
"Gulf of Mexico, 65 miles offshore from Mobile",Alabama,USA,1,30.6913462,-88.0437509
"Gulfstream Park beach, Palm Beach County",Florida,USA,1,26.5047942,-80.0514305
"Ha'ena Beach Park, Kaua'i",Hawaii,USA,1,22.2198251,-159.5661413411804
"Ha'ena, Kaua'i",Hawaii,USA,1,19.644397,-154.985667
"Habush, Oahu",Hawaii,USA,1,19.647634,-155.533256
"Hale'iwa, O'ahu",Hawaii,USA,1,21.586206,-158.111563
"Halewia, Oahu",Hawaii,USA,1,19.647634,-155.533256
Half mile north of Juno Beach Pier,Florida,USA,1,26.445743,-80.19606
Halifax,Nova Scotia,CANADA,1,44.648618,-63.5859487
"Hallandale Beach, Broward County",Florida,USA,1,25.9812025,-80.148379
"Hamakua Homakua, Hawai'i",Hawaii,USA,1,21.3897895,-157.7416560935019
"Hammocks Beach State Park, Bear Island, Onslow County",North Carolina,USA,1,26.725925,-80.101392
Hampton Roads,Virginia,USA,1,36.9507552,-76.41141865690076
"Hamstead, Pender County",North Carolina,USA,1,35.8544627,-78.70979046313411
Hanalei Bay,Florida,USA,1,30.239876,-85.626748
"Hanalei Bay, Kauai",Hawaii,USA,3,22.21,-159.5091667
"Hanalei Bay, Kauai,",Hawaii,USA,1,22.21,-159.5091667
"Hanalei Point, Kaua'i",Hawaii,USA,1,22.203116,-159.495811
"Hanna Park, Jacksonville, Duval County",Florida,USA,2,30.37095535,-81.40284284733937
Hapuna Beach,Hawaii,USA,1,19.99224725,-155.82575643186394
"Hapuna Beach, Hawai'i",Hawaii,USA,1,19.99224725,-155.82575643186394
Hatillo Beach,Puerto Rico,USA,1,9.300217,-83.901454
"Haulover Beach, Miami-Dade County",Florida,USA,2,25.907562499999997,-80.12140990445131
Haulover Inlet,Florida,USA,1,25.9041626,-80.1262252
"Haulover Inlet, Dade County",Florida,USA,1,25.9041626,-80.1262252
"Haulover Inlet, Miami-Dade County",Florida,USA,1,25.9041626,-80.1262252
Hawaii,Hawaii,USA,1,19.593801499999998,-155.42837009716908
"Haystack Rock, Cannon Beach, Clatsop County",Oregon,USA,1,45.889636,-123.961612
"Hermosa Beach, Los Angeles County",California,USA,3,33.86428,-118.39591
"Hideaways Beach, Princeville, Kaua'i",Hawaii,USA,1,22.22334445,-159.49541413870637
High Island,Texas,USA,1,29.5669502,-94.3935328
Hillsborough Bay,Florida,USA,1,27.9981148,-82.3268048
"Hilo Bay Yacht Club, Hilo, Hawai'i",Hawaii,USA,1,19.736774,-155.03349
"Hilo, Hawai'i",Hawaii,USA,2,19.7073734,-155.08158
"Hilo, off Kaua'i",Hawaii,USA,1,19.7073734,-155.08158
"Hilton Head Island, Beaufort County",South Carolina,USA,4,32.1618488,-80.7512616
"Hilton Head, Beaufort County",South Carolina,USA,1,32.1618488,-80.7512616
"Ho'okipa Beach, Pa'ia, Maui",Hawaii,USA,3,20.932882,-156.358228
Hobe Sound,Florida,USA,1,27.059498,-80.1364323
"Hobe Sound Beach, Palm Beach County",Florida,USA,1,27.0664302,-80.11566357067827
"Hobe Sound, Martin County",Florida,USA,3,27.059498,-80.1364323
"Hobe Sound, Palm Beach County",Florida,USA,2,27.059498,-80.1364323
Hog Island,Virginia,USA,1,37.1232245,-78.4927721
"Holden Beach, Brunswick County",North Carolina,USA,3,33.9135061,-78.3038892
Holden Beach. Brunswick County,North Carolina,USA,3,33.9135061,-78.3038892
"Hollywood Beach, Broward County",Florida,USA,3,30.2540906,-85.9568811
"Hollywood, Broward County",Florida,USA,1,26.0112014,-80.1494901
"Honokohau, Maui",Hawaii,USA,1,21.0172326,-156.6082865
"Honokowai Point, Maui",Hawaii,USA,1,20.9481316,-156.6919043
"Honokowai, Maui",Hawaii,USA,2,20.953821,-156.6862836
Honoli'i in Hilo (west side of Big Island),Hawaii,USA,1,19.647634,-155.533256
Honolua Bay,Hawaii,USA,1,21.01384,-156.639064
Honolulu,Hawaii,USA,1,21.304547,-157.855676
Honolulu Harbor,Hawaii,USA,1,21.3065436,-157.8694441
"Honomu, Hawai'i",Hawaii,USA,1,19.8709075,-155.113434
"Honomuni, Moloka'i",Hawaii,USA,1,21.09907,-156.79416
"Hooipa Beach Park, Maui",Hawaii,USA,1,44.572828,-109.058803
Horn Island,Mississippi,USA,1,45.5514941,-122.6755826
"Horners, Wailua, Kaua'i",Hawaii,USA,1,20.849829,-156.138382
"Horseshoe Reef, Scott Creek, Davenport, Santa Cruz County",California,USA,1,37.0116166,-122.1919134
"Horseshoe Rock, Santa Barbara County",California,USA,1,34.734724,-120.001344
"Howard E. Futch Memorial Park at Paradise Beach, Brevard County",Florida,USA,1,36.497928,-94.970565
"Hugenot Beach , Jacksonville, Duval County",Florida,USA,1,30.3321838,-81.655651
"Huguenot Memorial Park, Duval County",Florida,USA,1,30.41222845,-81.40651458667132
Huguenot Park,Florida,USA,1,30.2730195,-81.3878613
"Hultin's Beach, Oahu",Hawaii,USA,1,19.91637545,-155.8848279885001
"Humboldt Bay, Eureka, Humboldt County",California,USA,1,40.78869,-124.163237
Humboldt County,California,USA,1,40.5997415,-123.8997734
"Huntington Beach, Orange County",California,USA,7,33.6783336,-118.000016
Hutchinson Island,Florida,USA,1,27.2961557,-80.2161581
"Hutchinson Island Beach, Martin County",Florida,USA,1,26.425813,-80.173191
"Hutchinson Island, Martin County",Florida,USA,1,27.0673711,-80.3994412
"Hutchinson Island, St. Lucie County",Florida,USA,3,27.3900897,-80.457904
"Imperial Beach, San Diego County",California,USA,3,32.583893,-117.1130487
In Gulf of Mexico 17 miles off Weeki Wachee,Florida,USA,1,28.516712,-82.577222
"In Matawan Creek, off NJ Clay Company brickyards at Cliffwood, Monmouth County, 9.5 miles from the sea, Monmouth County",New Jersey,USA,1,37.432708,-76.326875
In a canal 10 miles north of St Augustine,Florida,USA,1,29.8946952,-81.3145395
"In front of Key Biscayne Beach Club, Key Biscayne",Florida,USA,1,25.69087,-80.16565
"In kelp beds off La Jolla, San Diego County",California,USA,1,33.860329,-117.868885
"In the bay near the naval yard at Pensacola, Escambia County",Florida,USA,1,30.421309,-87.2169149
"Indialantic, Brevard County",Florida,USA,4,28.0911921,-80.5679875
"Indian Beach, Ecola State Park, Clatsop County",Oregon,USA,1,45.931291,-123.975903
"Indian Beach, Ecola State Park, just north of Cannon Beach, Clatsop County",Oregon,USA,1,45.9430675,-123.9858194008117
"Indian Harbor Beach, Brevard County",Florida,USA,1,26.113214,-80.10577
Indian River Inlet / Fort Pierce Inlet,Florida,USA,1,38.610403,-75.067793
"Indian River Inlet, Rehoboth Beach",Delaware,USA,1,38.610403,-75.067793
Indian River area,Florida,USA,1,59.2989968,-161.8366519
"Indian Rocks Beach, Clearwater, Pinellas County",Florida,USA,1,27.9658533,-82.8001026
"Indiatlantic, Brevard County",Florida,USA,4,28.0909897,-80.56998302609588
"Inter-Island Dry Dock at Kakaako Street, Honolulu, O'ahu",Hawaii,USA,1,39.105786,-74.723349
"Intracoastal Waterway,      St. Petersburg",Florida,USA,1,27.6543167,-82.6075839
"Intracoastal Waterway, Boca Raton, Palm Beach County",Florida,USA,1,26.5804909,-80.045848
"Iroquiois Point, Oahu",Hawaii,USA,1,19.612844,-155.981634
"Isla Blanca Park, South Padre Island",Texas,USA,1,26.07139455,-97.15873837249893
"Isla Blanca Park, South Padre Island, Cameron County",Texas,USA,1,26.07139455,-97.15873837249893
"Islamorada Founder's Park, Plantation Key, Monroe County",Florida,USA,1,24.9795754,-80.5497836
"Islamorada, Monroe County",Florida,USA,1,24.9236561,-80.6291479
"Isle of Palms County Park, Isle of Palms, Charleston County",South Carolina,USA,1,32.78677625,-79.78579264102592
"Isle of Palms,  Charleston County",South Carolina,USA,1,32.7867697,-79.7880359
"Isle of Palms, Charleston County",South Carolina,USA,15,32.7867697,-79.7880359
"J.P. Luby Surf Park, Corpus Christi",Texas,USA,1,27.7635302,-97.4033191
Jacksonville,Florida,USA,1,30.3321838,-81.655651
"Jacksonville Beach, Duval County",Florida,USA,12,30.2946859,-81.3931396
"Jacksonville, Duval County",Florida,USA,7,30.3321838,-81.655651
"Jacksonvlle, Duval County",Florida,USA,1,30.35743,-81.618348
Jamaica Bay,New York,USA,1,40.6039936,-73.8354124
"James Island Sound, Charleston",South Carolina,USA,1,32.760432,-79.975652
"Jekyll Island, Glynn County",Georgia,USA,2,31.2171726,-81.5012681
Jensen Beach,Florida,USA,1,27.2500487,-80.2304161
"Jensen Beach Park, Martin County",Florida,USA,2,27.2542129,-80.1961574
"Jensen Beach, Martin County",Florida,USA,11,27.2500487,-80.2304161
"John Pennekamp Coral Reef State Park, Monroe County",Florida,USA,1,25.1242165,-80.4070373
"John Pennekamp Marine Park, Monroe County",Florida,USA,1,25.127014,-80.409118
"John's Pass, Pinellas County",Florida,USA,1,30.4893079,-87.19653895227805
"Juan Ponce de León Landing, Melbourne Beach, Brevard County",Florida,USA,1,28.067711,-80.558729
"Juno Beach / North Palm Beach, Palm Beach County",Florida,USA,1,26.6915,-80.037993
"Juno Beach, Palm Beach County",Florida,USA,10,26.8815475,-80.0539253
"Jupiter Beach, Palm Beach County",Florida,USA,1,26.9342246,-80.0942087
Jupiter Inlet,Florida,USA,2,26.9448576,-80.0751548
"Jupiter Island Beach, Martin County",Florida,USA,1,26.93143,-80.136813
"Jupiter Island, Brevard County",Florida,USA,1,27.03419,-80.10358224127125
"Jupiter, Palm Beach County",Florida,USA,6,26.9342246,-80.0942087
"Ka'a Point, Maui",Hawaii,USA,1,20.897412,-156.441031
"Ka'a'awa, Oahu",Hawaii,USA,2,21.55722,-157.85361
Ka'anapali,Hawaii,USA,1,20.9150196,-156.6952588
"Ka'anapali, Honokowai, Maui",Hawaii,USA,1,20.9575,-156.68861
"Ka'anapali, Maui",Hawaii,USA,1,20.9150196,-156.6952588
"Kahakuloa, Maui",Hawaii,USA,1,20.9969443,-156.550918
"Kahala, O'ahu",Hawaii,USA,2,21.269879,-157.786788
"Kahana Beach, Maui",Hawaii,USA,2,21.5570121,-157.87542504576777
"Kahe Point, O'ahu",Hawaii,USA,1,19.647634,-155.533256
"Kahului, Maui",Hawaii,USA,3,20.8894101,-156.4727118
Kailua Bay,Hawaii,USA,1,20.8915677,-156.2153029
"Kailua Bay, O'ahu",Hawaii,USA,1,19.647634,-155.533256
"Kailua-Kona, Hawai'i",Hawaii,USA,1,19.641941,-155.996933
Kaiwi Channel,Hawaii,USA,2,21.19017,-157.3007
"Kalama Beach, Kihei, Maui",Hawaii,USA,1,20.7476261,-156.4549898
"Kalama Park, Maui",Hawaii,USA,1,20.731544300000003,-156.4530372738763
"Kalapaki Beach, Kauai",Hawaii,USA,1,21.96022935,-159.35172239903682
"Kalepolepo, Kihei, Maui",Hawaii,USA,1,20.76539425,-156.45883672273825
"Kalihi, O'ahu",Hawaii,USA,1,21.335953,-157.866706
"Kalihiwai Beach, Kauai",Hawaii,USA,1,22.216627199999998,-159.4267245758242
"Kaliiwi, Kauai",Hawaii,USA,1,22.055032,-159.523859
"Kama'ole Beach Park I, Kihei, Maui",Hawaii,USA,1,20.721386,-156.447612
"Kama'ole Beach, Park No. 1, Kihei, Maui",Hawaii,USA,1,20.7476261,-156.4549898
"Kamaole Beach Park I, Maui",Hawaii,USA,1,20.72133105,-156.44740074805583
"Kama‘ole Beach Park, Maui",Hawaii,USA,1,20.72133105,-156.44740074805583
"Kamilo Point, Hawai'i",Hawaii,USA,1,20.6480804,-156.0729952
"Kanaha Beach, Maui",Hawaii,USA,3,20.89977655,-156.44189366786708
Kanahena Cove,Hawaii,USA,1,20.61806,-156.43611
"Kane'ohe Bay, Mokapu, O'ahu",Hawaii,USA,1,21.4592846,-157.7227523
"Kane'ohe Bay, O'ahu",Hawaii,USA,1,21.4627778,-157.810277
"Kapalua, Maui",Hawaii,USA,1,21.0008534,-156.663155
"Kapehu Beach, Laupahoehoe, Hawai'i",Hawaii,USA,1,19.9845008,-155.236795
"Katrina Cut, Dauphin Island, Mobile County",Alabama,USA,1,30.25621,-88.211363
Kau District,Hawaii,USA,3,19.253311250000003,-155.6027561679108
Kauai,Hawaii,USA,3,19.593801499999998,-155.42837009716908
Kaula Rock near Niihau,Hawaii,USA,1,21.8922167,-160.15164215610804
Kawa'a,Hawaii,USA,1,21.4185718,-157.8034148
Kawahae,Hawaii,USA,1,20.08583,-155.84139
Ka’anapali Shores,Hawaii,USA,1,20.929578,-156.683389
"Ka’eleki’I Point, Maui",Hawaii,USA,1,20.993543,-156.669016
"Kea'au Beach Park, O'ahu",Hawaii,USA,1,19.62988,-155.038386
"Kealia Beach, Kaua'i",Hawaii,USA,2,21.5826404,-158.2002587
"Keaukaha, Hilo, Hawai'i",Hawaii,USA,1,19.7347074,-155.0255267
"Keawakapu Beach, Maui",Hawaii,USA,2,20.7022745,-156.4455212
"Keawanui, Kamalo, Moloka'i",Hawaii,USA,1,21.08639,-156.85972
"Keawekapu Beach, Kihei, Maui",Hawaii,USA,1,20.7476261,-156.4549898
"Kehena Beach, Hawaii",Hawaii,USA,1,19.3949741,-154.92866822528492
"Kekaha Beach, Kaua'i",Hawaii,USA,1,21.974698099999998,-159.74243625329257
"Kekaha Beach, Kauai",Hawaii,USA,1,21.974698099999998,-159.74243625329257
"Kewalo Basin Channel, O'ahu",Hawaii,USA,1,21.305669,-157.837625
Key Biscayne,Florida,USA,2,25.6968351,-80.1635261
"Key Biscayne, Dade County",Florida,USA,1,25.6968351,-80.1635261
"Key Biscayne, Miami, Dade County",Florida,USA,1,25.6968351,-80.1635261
"Key Colony Beach, Monroe County",Florida,USA,1,24.7209744,-81.0186827
Key Largo,Florida,USA,1,25.167201,-80.37424856462349
Key Largo Sound,Florida,USA,1,25.14296835,-80.39869617651054
"Key Largo, Monroe County",Florida,USA,1,25.167201,-80.37424856462349
Key West Aquarium,Florida,USA,1,24.55907395,-81.80731969821272
"Key West, Monroe County",Florida,USA,7,24.5548262,-81.8020722
"Kiawah Island, Charleston County",South Carolina,USA,3,32.6082373,-80.0848166
"Kibesillah, Mendocino County",California,USA,1,39.5901611,-123.7777947
"Kihei, Maui",Hawaii,USA,3,20.7476261,-156.4549898
Kiholo Bay,Hawaii,USA,1,19.8525289,-155.925669
"Kingston Plantation, Myrtle Beach, Horry County",South Carolina,USA,1,33.76738335,-78.77781528332228
"Kinikini, Mana, Kaua'i",Hawaii,USA,1,20.0005556,-155.5602778
"Klamath River mouth, Del Norte County",California,USA,1,38.618088,-121.278665
"Klamath River, Del Norte County",California,USA,2,41.8612461,-122.825589
"Koko Head, south side of O'ahu Island",Hawaii,USA,1,19.647634,-155.533256
Kona,Hawaii,USA,1,19.6362457,-155.98256395721978
Kona Coast State Park,Hawaii,USA,1,19.79639,-156.0175
Kukio Beach,Hawaii,USA,1,19.817363,-155.9987741
"Kure Beach, New Hanover County",North Carolina,USA,1,33.9968399,-77.9072081
"La Jolla, San Diego County",California,USA,5,32.8401623,-117.2740777
La'aloa Beach Park,Hawaii,USA,1,19.597152,-155.962033
"La'au Point, Moloka'i",Hawaii,USA,1,21.285504,-157.822281
"La'ie Point, O'ahu",Hawaii,USA,1,19.647634,-155.533256
"LaJolla Shores, San Diego County",California,USA,1,32.995842,-116.770168
"LaJolla, San Diego County",California,USA,2,34.64249,-119.4379
"Laguna Beach, Bay County",Florida,USA,1,30.2396463,-85.9241025
"Laguna Beach, Orange County",California,USA,1,33.5426975,-117.785366
Lahaina,Hawaii,USA,1,20.8738769,-156.677678
"Lahaina, Maui",Hawaii,USA,1,20.8738769,-156.677678
"Lahilahi Point, Oahu",Hawaii,USA,1,21.4597561,-158.2148544
"Lake Ponchartain off Southshore Harbor, New Orleans",Louisiana,USA,1,29.9759983,-90.0782127
Lake Pontchartrain,Louisiana,USA,2,30.021604,-90.196327
"Lake Worth Beach, Palm Beach County",Florida,USA,1,26.616021,-80.061297
"Lake Worth Inlet/West Palm Beach, Palm Beach County",Florida,USA,1,26.7703842,-80.0435956
"Lakewood Campground, Grand Strand, Horry County",South Carolina,USA,1,44.297503,-88.464574
Lanai,Hawaii,USA,2,19.593801499999998,-155.42837009716908
"Lanaikea, O'ahu",Hawaii,USA,1,21.43333,-157.96667
"Lanikai Beach, Kailua, Oahu",Hawaii,USA,1,21.391734200000002,-157.71481210121263
"Lantana Beach, Palm Beach County",Florida,USA,1,28.011601,-82.172664
"Latigo Point / Paradise Cove, west of Malibu, Los Angeles County",California,USA,1,34.025761,-118.8031451
"Latigo Point / Paradise Cove,west of Malibu, Los Angeles County",California,USA,1,34.025761,-118.8031451
"Lauderdale-By-The-Sea, Broward County",Florida,USA,1,26.192028,-80.0964326
"Lauderdale-by-the-Sea, Broward County",Florida,USA,2,26.192028,-80.0964326
"Lavalette, Ocean County",New Jersey,USA,1,39.896538,-74.226209
"Leadbetter Beach, Santa Barbara County",California,USA,1,34.4009409,-119.7006062372549
"Leffingwell Landing, Cambria,  San Luis Obispo County",California,USA,1,35.580706,-121.118144
"Leftovers near Chun's Reef, Oahu",Hawaii,USA,1,19.647634,-155.533256
"Leftovers, Oahu",Hawaii,USA,1,21.63111,-158.07667
"Leftovers, near Waimea Bay, O'ahu",Hawaii,USA,2,21.639542,-158.063743
"Lewes, Sussex County",Delaware,USA,1,38.7733961,-75.1379574
"Lifeguard Tower 16, Huntington Beach, Orange County",California,USA,1,33.6783336,-118.000016
"Lighhouse Point Park, Ponce Inlet, Volusia County",Florida,USA,1,29.078066,-80.923487
"Lignum Vitae Channel, Florida Keys, Monroe County",Florida,USA,1,24.810619,-80.829241
"Limantour Beach, Point Reyes National Seashore",California,USA,1,38.067234,-122.217056
"Lincoln City, Lincoln County",Oregon,USA,1,44.9617922,-124.0159522
"Linda Mar Beach, Pedro Point, San Mateo County",California,USA,2,37.594716,-122.509637
"Litchfield Beach, Georgetown County",South Carolina,USA,1,33.4668348,-79.0997632
"Little Glass Shacks, Princeville, Kaua'i",Hawaii,USA,1,22.223611,-159.485278
"Little River Beach, Horry County",South Carolina,USA,1,33.8475763,-78.6296355
"Little Talbot Island, Jacksonville, Duval County",Florida,USA,1,30.4704005,-81.4177727
"Loch Lomond, Marin County",California,USA,1,38.8632881,-122.7192716
"Loggerhead Park, Juno Beach, Palm Beach County",Florida,USA,2,26.88361965,-80.05530139257064
"Long Beach, Los Angeles County",California,USA,3,33.7690164,-118.191604
"Long Branch, Monmouth County (offshore)",New Jersey,USA,1,40.3042778,-73.9923596
Long Island,New York,USA,2,43.151860299999996,-76.06119317631908
"Long Key, Monroe County",Florida,USA,1,25.0405135,-80.8337157
"Longboat Key, Sarasota, Sarasota County",Florida,USA,1,27.4125417,-82.6589881
"Longnook Beach, Truro, Barnstable County",Massachusetts,USA,1,42.020224150000004,-70.0378159644203
"Lori Wilson Park, Cocoa Beach, Brevard  County",Florida,USA,3,28.33658225,-80.60851227500001
"Lori Wilson Park, Cocoa Beach, Brevard County",Florida,USA,1,28.33658225,-80.60851227500001
"Los Angeles, Los Angeles County",California,USA,1,34.0536909,-118.242766
"Lost Tree Village, Palm Beach County",Florida,USA,1,33.5441031,-82.0555941
"Lovers Key State Park, Bonita Springs, Lee County",Florida,USA,1,26.3914008,-81.8781418847581
Lower Delaware Bay,New Jersey,USA,1,40.8928751,-75.0646194
"Lyman Beach, Kailua-Kona",Hawaii,USA,2,19.641941,-155.996933
"Ma'ili Beach, O'ahu",Hawaii,USA,1,30.396687,-89.347668
"Maalaea, South Maui",Hawaii,USA,1,19.0885049,-155.7953426
Macarthur State Park,Florida,USA,1,26.8239253,-80.04407871473353
"Magwoods Wharf, Charleston Harbor, Charleston County",South Carolina,USA,1,32.792978,-79.948388
"Maha'ulepu, Koloa, Kaua'i",Hawaii,USA,1,21.9042279,-159.465733
Mahattan,New York,USA,1,40.75305755,-73.99812926756293
"Maha‘ulepu Beach, Kauai",Hawaii,USA,1,22.009966,-159.338534
"Maile Beach, O'ahu",Hawaii,USA,2,21.301451,-157.817739
"Maile Point, O'ahu",Hawaii,USA,1,21.301753,-157.82039
"Majors Bay, Kaua'i",Hawaii,USA,1,19.647634,-155.533256
"Makaha Beach, Oahu",Hawaii,USA,1,21.476964950000003,-158.22090823320093
Makaha Surf Beach,Hawaii,USA,1,21.48,-158.22417
"Makaha, O'ahu",Hawaii,USA,1,21.505028,-158.153089
"Makaha, Oahu",Hawaii,USA,1,21.472879,-158.210678
"Makahuena Point, Kauai",Hawaii,USA,1,21.8683987,-159.4442803
"Makapu'u Point, O'ahu",Hawaii,USA,1,21.271574,-157.802244
"Makena Landing, Maui",Hawaii,USA,2,20.6539101,-156.4410367355069
"Makena, Maui",Hawaii,USA,2,20.655027,-156.4424385
"Makenat, Maui",Hawaii,USA,1,20.788413,-156.305445
"Makua Beach, Oahu",Hawaii,USA,1,21.5312335,-158.22931141311955
"Malaka, Oahu",Hawaii,USA,1,19.647634,-155.533256
"Malibu, Los Angeles County",California,USA,3,34.035591,-118.689423
"Maliko Point, Maui",Hawaii,USA,1,19.647634,-155.533256
"Maliu, Hawai'i",Hawaii,USA,1,19.6702884,-156.0272759
"Mana, Kaua'i",Hawaii,USA,1,20.0005556,-155.5602778
"Manalapan, Palm Beach County",Florida,USA,1,26.5692364,-80.0447635
"Manasota Beach, Sarasota County",Florida,USA,1,27.0106145,-82.4125962
"Manasquan, Ocean County",New Jersey,USA,1,40.126226,-74.049304
Manatee County,Florida,USA,1,27.5213933,-82.3801566
"Manhattan Beach, Los Angeles County",California,USA,1,33.8915985,-118.3951241
"Manomet Point, Plymouth, Plymouth County",Massachusetts,USA,1,41.9265837,-70.5392325
"Manresa State Beach, Santa Cruz County",California,USA,1,36.927596449999996,-121.85945593041086
"Marathon , Monroe County",Florida,USA,1,24.7137524,-81.0903512
"Marathon, Monroe County",Florida,USA,5,24.7137524,-81.0903512
"Marco Island, Collier County",Florida,USA,1,25.9372513,-81.71573
"Marconi Beach, Wellfleet, Barnstable County",Massachusetts,USA,1,41.8910565,-69.9614174
"Marina State Beach, Monterey County",California,USA,2,36.698734,-121.809173
Marques Island,Florida,USA,1,27.97762,-81.769611
"Masonboro Inlet, New Hanover County",North Carolina,USA,1,34.1848928,-77.8122048
"Masonboro Island, New Hanover County",North Carolina,USA,3,34.2751052,-77.8818627
Matagorda Beach,Texas,USA,1,30.31993,-95.42133
"Matanzas Bay Inlet, St. Johns County",Florida,USA,1,29.913888,-81.41394
"Matanzas Inlet, St Johns County",Florida,USA,1,29.7060576,-81.2258332
"Matawan Creek, 10 miles from the sea, Monmouth County",New Jersey,USA,2,40.319115,-74.092018
Maui,Hawaii,USA,4,19.593801499999998,-155.42837009716908
"Mavericks, Half Moon Bay, San Mateo County",California,USA,2,37.4635519,-122.428586
Mayport Naval Station  Duval County,Florida,USA,1,28.5421109,-81.3790304
"Mayport Naval Station Beach, Duval County",Florida,USA,1,30.38425255,-81.41534028069897
"Mayport Naval Station, Jacksonville, Duval Country",Florida,USA,1,30.388699,-81.39682
"McArthur Beach, Singer Island, Palm Beach Shores",Florida,USA,1,26.773621,-80.031376
"McClure Beach, near Tomales Point, Marin County",California,USA,1,38.214074,-122.974795
"McKenzie Beach Park in Pahoa, Hawai'i",Hawaii,USA,1,20.025407,-155.8195
"Melbourne Beach, Brevard County",Florida,USA,19,28.0684067,-80.5607951
"Melbourne, Brevard County",Florida,USA,1,28.0785034,-80.6077908
"Menauhant Beach, Falmouth,
Barnstable County",Massachusetts,USA,1,41.5497635,-70.5551593
Miami,Florida,USA,2,25.7741728,-80.19362
Miami Beach,Florida,USA,1,25.7929198,-80.1353006
"Miami Beach, Dade County",Florida,USA,1,25.7929198,-80.1353006
"Miami Beach, Miami-Dade County",Florida,USA,3,25.7929198,-80.1353006
"Miami Seaquarium, Virginia Key, Miami, Miami-Dade County",Florida,USA,1,25.7741728,-80.19362
"Miami, Dade County",Florida,USA,1,25.6364246,-80.4989467
"Miami, Miami-Dade County",Florida,USA,1,25.7741728,-80.19362
"Miami, Miami-Date County",Florida,USA,1,25.7741728,-80.19362
"Micklers Landing, St. Johns County",Florida,USA,1,30.162125,-81.355668
"Middle Sambo Reef off Boca Chica, Monroe County",Florida,USA,1,25.235142,-81.034042
Midnight Lump (38 miles offshore),Louisiana,USA,1,31.613314,-93.659796
"Midway Island, Northwestern Hawaiian Islands",Hawaii,USA,2,19.647634,-155.533256
"Midway, Northwestern Hawaiian Islands",Hawaii,USA,1,19.647634,-155.533256
"Mispillion Light, Delaware Bay",Delaware,USA,1,38.9473346,-75.3149139
"Mission Beach, San Diego County",California,USA,2,32.7825908,-117.2524943
Mississippi City,Mississippi,USA,1,30.3818646,-89.0439248
Mobile Bay,Alabama,USA,3,30.6913462,-88.0437509
"Mokapu, Kane'ohe Marine Air Corps Station, O'ahu",Hawaii,USA,1,21.44825245,-157.7705286209139
Moloka'i,Hawaii,USA,2,21.0786135,-156.99606019191356
